filieres_id,nom,descriptif,duree,cout,langue_enseignement,diplome_delivre,images_pc,images_telephone,images_tablettes,faculte_id,centre_interet,faculte_id,nom,descriptif,condition_admission,email,telephone,images_pc,images_telephone,images_tablettes,universite_id,ville,pays,logo,nom,universite_id
549,Translation and Intercultural Studies,"The Translation and Intercultural Studies program delves into language translation methods and strategies for bridging cultural gaps, fostering effective communication across diverse linguistic and cultural landscapes.",5,50000.00,English,"Bachelor's Degees in Translation and Intercultural Studies, Master of Art (MA) in Translation",,,,81,,81,ÉCOLE SUPÉRIEURE DE TRADUCTEURS ET INTERPRÈTES (ASTI) de Buea,"L'École Supérieure de Traducteurs et Interprètes (ASTI) est entrée en fonctionnement en 1985. ASTI est restée le seul établissement du Centre Universitaire jusqu'en 1993, date à laquelle, par décret n° 92/074 du 13 avril 1992, elle a été transformée en une université à part entière. Depuis sa création, l'école est restée une institution de référence au Cameroun et dans la sous région, répondant aux normes nationales et internationales, qui forme des traducteurs et interprètes professionnels pour les secteurs public et privé.",General Certificate of Education (GCE) Advanced Level (A-Level) ou son équivalent avec au moins deux mentions dans des matières linguistiques pertinentes. Certificat Avancé de l'École Normale Supérieure du Cameroun ou son équivalent avec au moins cinq crédits dans des matières linguistiques pertinentes.,asti.ub@ubuea.cm,(+237) 233 356 691 / (+237) 233 354 672,https://drive.google.com/file/d/1IzOzpENJs8KLrj6_6MSkumMDCDfD1NJM/view?usp=sharing,,,9,BUEA,Cameroun,https://drive.google.com/file/d/1BTFXiUVh-wBlc5Dfm0Yt2YYutF2TsLS-/view?usp=sharing,UNIVERSITE DE BUEA,9
550,Bilingual and Communication Studies - BCS,"The Department of Bilingual and Communication Studies provides its students with an interdisciplinary approach and framework to the study of communications and their relationship to culture and society, with an emphasis on media processes, technologies, industries, and institutions that support community and national development endeavours. It fosters understanding and critical assessment of the role of communication for and in development projects.",5,50000.00,English,"B.A. French, B.A. in Bilingual Letters, M.A Bilingual Letters, M.A Francophone Liter, M.A in Sciences du Langage et Literatures Francophone",,,,82,,82,FACULTÉ DES ARTS,"La Faculté des Arts offre une éducation excellente et de qualité qui permettra aux étudiants de relever les défis du XXIe siècle; - permettre à l'étudiant d'acquérir à la fois une éducation académique et professionnelle, ce qui est très demandé sur le marché du travail; - fournir une éducation de qualité pour que les diplômés de la faculté ne soient pas seulement employés mais aussi employeurs; - les diplômés peuvent servir efficacement où que le devoir appelle et - diplômer une nouvelle génération de jeunes Camerounais industrieux et innovants fiers du nom qu'ils portent. À cette fin, la Faculté offre des programmes de diplômes académiques et professionnels. La Faculté continuera à développer de nouveaux programmes, en particulier ceux de caractère multidisciplinaire à travers les disciplines.",UNE MENTION EN LITTÉRATURE ANGLAISE ET FRANÇAISE AU BAC,,(+237) 333 01 42 / (+237) 333 01 43,,,,9,BUEA,Cameroun,https://drive.google.com/file/d/1BTFXiUVh-wBlc5Dfm0Yt2YYutF2TsLS-/view?usp=sharing,UNIVERSITE DE BUEA,9
551,Performing and Visual Arts,"The Department has three programmes (two of which are running). Theatre, Television and Film Studies; Music and Dance; and Visual Arts and History of Arts. 1. Vision The Department of Performing and Visual Arts will be recognised for providing excellent and quality education that enables students to face the challenges of the twenty first century with stoicism. Students will acquire both academic and professional education which is highly needed in the job market. The programmes train students to become professionals in the areas of theatre, television, film, music and dance, carving, weaving, pottery, painting, ceramics, sculpting, dyeing, textiles, design and history of arts which are urgently needed in this period of globalisation. It prepares students to succeed as life-long learners and arts professionals via interaction with exceptional artist/scholar teachers; awarding prestigious BMP degrees and experiential/service learning and outreach collaborations.",5,50000.00,English,"B.A. Performing and Visual Arts, Professional Bachelor of Arts Degree in Film & Television Documentary Production",,,,82,,82,FACULTÉ DES ARTS,"La Faculté des Arts offre une éducation excellente et de qualité qui permettra aux étudiants de relever les défis du XXIe siècle; - permettre à l'étudiant d'acquérir à la fois une éducation académique et professionnelle, ce qui est très demandé sur le marché du travail; - fournir une éducation de qualité pour que les diplômés de la faculté ne soient pas seulement employés mais aussi employeurs; - les diplômés peuvent servir efficacement où que le devoir appelle et - diplômer une nouvelle génération de jeunes Camerounais industrieux et innovants fiers du nom qu'ils portent. À cette fin, la Faculté offre des programmes de diplômes académiques et professionnels. La Faculté continuera à développer de nouveaux programmes, en particulier ceux de caractère multidisciplinaire à travers les disciplines.",UNE MENTION EN LITTÉRATURE ANGLAISE ET FRANÇAISE AU BAC,,(+237) 333 01 42 / (+237) 333 01 43,,,,9,BUEA,Cameroun,https://drive.google.com/file/d/1BTFXiUVh-wBlc5Dfm0Yt2YYutF2TsLS-/view?usp=sharing,UNIVERSITE DE BUEA,9
552,English (ENG),"Vision We seek to foster knowledge and a love of literature and of language in our students. To this effect, we provide students in all emphasis areas with a coherent curricular framework and relevant, well-structured choices, geared at developing a critical and imaginative mindset. Mission The mission of the English Department is: To include and sustain critical and imaginative thinking in students with a view to maximizing their research, writing and teaching skills. To impart research, managerial and other skills capable of enhancing productivity and marketability.",5,50000.00,English,"BA. Literatures in English or  BA. English Language, MA. Literatures in English or  MA. English Language",,,,82,,82,FACULTÉ DES ARTS,"La Faculté des Arts offre une éducation excellente et de qualité qui permettra aux étudiants de relever les défis du XXIe siècle; - permettre à l'étudiant d'acquérir à la fois une éducation académique et professionnelle, ce qui est très demandé sur le marché du travail; - fournir une éducation de qualité pour que les diplômés de la faculté ne soient pas seulement employés mais aussi employeurs; - les diplômés peuvent servir efficacement où que le devoir appelle et - diplômer une nouvelle génération de jeunes Camerounais industrieux et innovants fiers du nom qu'ils portent. À cette fin, la Faculté offre des programmes de diplômes académiques et professionnels. La Faculté continuera à développer de nouveaux programmes, en particulier ceux de caractère multidisciplinaire à travers les disciplines.",UNE MENTION EN LITTÉRATURE ANGLAISE ET FRANÇAISE AU BAC,,(+237) 333 01 42 / (+237) 333 01 43,,,,9,BUEA,Cameroun,https://drive.google.com/file/d/1BTFXiUVh-wBlc5Dfm0Yt2YYutF2TsLS-/view?usp=sharing,UNIVERSITE DE BUEA,9
553,English/ French (For Holders of GCE A/L Only),"This program focuses on the study of French literature, language, and culture. Students delve into various literary movements, analyze literary texts, and enhance their French language proficiency. They also learn effective strategies for teaching French language and literature in secondary schools, fostering linguistic and cultural appreciation among students.",5,50000.00,English,"B.A. Theoretical Linguistics, M.A. Theoretical Linguistics",,,,82,,82,FACULTÉ DES ARTS,"La Faculté des Arts offre une éducation excellente et de qualité qui permettra aux étudiants de relever les défis du XXIe siècle; - permettre à l'étudiant d'acquérir à la fois une éducation académique et professionnelle, ce qui est très demandé sur le marché du travail; - fournir une éducation de qualité pour que les diplômés de la faculté ne soient pas seulement employés mais aussi employeurs; - les diplômés peuvent servir efficacement où que le devoir appelle et - diplômer une nouvelle génération de jeunes Camerounais industrieux et innovants fiers du nom qu'ils portent. À cette fin, la Faculté offre des programmes de diplômes académiques et professionnels. La Faculté continuera à développer de nouveaux programmes, en particulier ceux de caractère multidisciplinaire à travers les disciplines.",UNE MENTION EN LITTÉRATURE ANGLAISE ET FRANÇAISE AU BAC,,(+237) 333 01 42 / (+237) 333 01 43,,,,9,BUEA,Cameroun,https://drive.google.com/file/d/1BTFXiUVh-wBlc5Dfm0Yt2YYutF2TsLS-/view?usp=sharing,UNIVERSITE DE BUEA,9
554,English/ French (For Holders of Baccalauréat Only),"This program focuses on the study of French literature, language, and culture. Students delve into various literary movements, analyze literary texts, and enhance their French language proficiency. They also learn effective strategies for teaching French language and literature in secondary schools, fostering linguistic and cultural appreciation among students.",5,50000.00,English,"B.A. in Literatures in English, M.A. Literatures in English",,,,82,,82,FACULTÉ DES ARTS,"La Faculté des Arts offre une éducation excellente et de qualité qui permettra aux étudiants de relever les défis du XXIe siècle; - permettre à l'étudiant d'acquérir à la fois une éducation académique et professionnelle, ce qui est très demandé sur le marché du travail; - fournir une éducation de qualité pour que les diplômés de la faculté ne soient pas seulement employés mais aussi employeurs; - les diplômés peuvent servir efficacement où que le devoir appelle et - diplômer une nouvelle génération de jeunes Camerounais industrieux et innovants fiers du nom qu'ils portent. À cette fin, la Faculté offre des programmes de diplômes académiques et professionnels. La Faculté continuera à développer de nouveaux programmes, en particulier ceux de caractère multidisciplinaire à travers les disciplines.",UNE MENTION EN LITTÉRATURE ANGLAISE ET FRANÇAISE AU BAC,,(+237) 333 01 42 / (+237) 333 01 43,,,,9,BUEA,Cameroun,https://drive.google.com/file/d/1BTFXiUVh-wBlc5Dfm0Yt2YYutF2TsLS-/view?usp=sharing,UNIVERSITE DE BUEA,9
555,History,"The Department of History seeks to teach the history of world civilizations. Its centerpiece is African so as to history. It is intended to train men and women who are well grounded in Cameroon and African history, give them working knowledge of the changing world and enable them to work and compete in the global society.",5,50000.00,English,"Bachelor of Arts (BA) History and Archaeology, Master of Arts (MA)  History and Archaeology",,,,82,,82,FACULTÉ DES ARTS,"La Faculté des Arts offre une éducation excellente et de qualité qui permettra aux étudiants de relever les défis du XXIe siècle; - permettre à l'étudiant d'acquérir à la fois une éducation académique et professionnelle, ce qui est très demandé sur le marché du travail; - fournir une éducation de qualité pour que les diplômés de la faculté ne soient pas seulement employés mais aussi employeurs; - les diplômés peuvent servir efficacement où que le devoir appelle et - diplômer une nouvelle génération de jeunes Camerounais industrieux et innovants fiers du nom qu'ils portent. À cette fin, la Faculté offre des programmes de diplômes académiques et professionnels. La Faculté continuera à développer de nouveaux programmes, en particulier ceux de caractère multidisciplinaire à travers les disciplines.",UNE MENTION EN LITTÉRATURE ANGLAISE ET FRANÇAISE AU BAC,,(+237) 333 01 42 / (+237) 333 01 43,,,,9,BUEA,Cameroun,https://drive.google.com/file/d/1BTFXiUVh-wBlc5Dfm0Yt2YYutF2TsLS-/view?usp=sharing,UNIVERSITE DE BUEA,9
556,Litterature in English,"English literature is a broad field of study that encompasses the written and spoken works of English-speaking people from around the world. It spans a vast range of genres, including novels, plays, poems, essays, and short stories. English literature courses typically explore the historical, cultural, and social contexts in which these works were created, as well as their formal and thematic elements.",5,50000.00,English,"B.A. in Literatures in English, M.A. Literatures in English",,,,82,,82,FACULTÉ DES ARTS,"La Faculté des Arts offre une éducation excellente et de qualité qui permettra aux étudiants de relever les défis du XXIe siècle; - permettre à l'étudiant d'acquérir à la fois une éducation académique et professionnelle, ce qui est très demandé sur le marché du travail; - fournir une éducation de qualité pour que les diplômés de la faculté ne soient pas seulement employés mais aussi employeurs; - les diplômés peuvent servir efficacement où que le devoir appelle et - diplômer une nouvelle génération de jeunes Camerounais industrieux et innovants fiers du nom qu'ils portent. À cette fin, la Faculté offre des programmes de diplômes académiques et professionnels. La Faculté continuera à développer de nouveaux programmes, en particulier ceux de caractère multidisciplinaire à travers les disciplines.",UNE MENTION EN LITTÉRATURE ANGLAISE ET FRANÇAISE AU BAC,,(+237) 333 01 42 / (+237) 333 01 43,,,,9,BUEA,Cameroun,https://drive.google.com/file/d/1BTFXiUVh-wBlc5Dfm0Yt2YYutF2TsLS-/view?usp=sharing,UNIVERSITE DE BUEA,9
557,PHYSIQUE,"La filière PHYSIQUE offre une formation complète qui couvre un large éventail de domaines de la physique. Les étudiants ont la possibilité de choisir parmi plusieurs spécialisations en cycle licence, notamment :
- Énergies Renouvelables : Cette spécialisation prépare les étudiants à comprendre les principes fondamentaux des énergies renouvelables telles que le solaire, l'éolien et l'hydroélectricité, ainsi que les applications pratiques dans le domaine de la production d'énergie propre.
- Physique Pure : Cette spécialisation approfondit les concepts fondamentaux de la physique, tels que la mécanique, l'électromagnétisme, la thermodynamique et la mécanique quantique, offrant ainsi une base solide pour une carrière dans la recherche ou l'enseignement.
- Métrologie Physique : Les étudiants se concentrent sur la science de la mesure, en apprenant les techniques de mesure précises utilisées en physique, en ingénierie et dans d'autres domaines connexes, ainsi que les normes de qualité et les méthodes de vérification.
- Technologie Nucléaire : Cette spécialisation explore les principes de base de la physique nucléaire et des applications technologiques associées, telles que la production d'énergie nucléaire, la médecine nucléaire et les techniques d'imagerie médicale.",3,51000.00,Français,"1- Licence de Physique option  Énergies Renouvelables, 2-Licence de Physique option Métrologie Physique, 3- Licence de Physique option  Physique pure, 4-  Licence de Physique option  Technologie Nucléaire",,,,83,,83,Faculté des Sciences Appliquées (FSA),"La FSA forme des techniciens supérieurs dans les domaines des sciences appliquées : Laboratoires de recherche ; Création et innovation ; Exploration, fabrication et production ; Ingénierie réseaux et télécommunications ; Energies renouvelables ; Radiologie et scanner.",Sur étude de dossier (sélection) aux titulaires des Bacc C-D-E et ayant obtenu une moyenne supérieure ou égale à 12 au Baccalauréat. Avoir maximum 22 ans à la rentrée académique.,contact@udsn.cg,+242 06 644 80 88,https://drive.google.com/file/d/18RQown1RxRyi5CVS3__c7RgckzHtajOF/view?usp=sharing,,,10,Brazzaville,Congo,https://drive.google.com/file/d/1VcuY69X8pNCw7qolKQbYHewGepjYZqHJ/view?usp=sharing,UNIVERSITE DENIS SASSOU N'GUESSO,10
558,BIOLOGIE,"La filière Biologie offre une plongée captivante dans le monde du vivant. En cycle licence, elle propose une diversité de spécialisations permettant aux étudiants de se concentrer sur des aspects spécifiques :
- Microbiologie Appliquée : Explore le monde des micro-organismes et leurs applications pratiques en santé, agriculture et industrie alimentaire.
- Biologie de l'Environnement : Plonge dans les interactions entre les êtres vivants et leur milieu, axée sur la préservation et la gestion des écosystèmes.
- Biotechnologie Végétale : Met l'accent sur les techniques pour améliorer les plantes agricoles, de leur rendement à leur résistance.
- Biotechnologie Alimentaire et Nutrition : Applique les principes biotechnologiques à la production alimentaire, garantissant sécurité, qualité et valeur nutritive.
À travers une combinaison de cours théoriques, de travaux pratiques et de stages éventuels, les étudiants acquièrent un ensemble de compétences pointues.",3,51000.00,Français,"1- Licence de Biologie option :Microbiologie Appliquée, 2- Licence de Biologie option : Biologie de l'Environnement, 3- Licence de Biologie option : Biotechnologie Végétale, 4- Licence de Biologie option : Biotechnologie Alimentaire et Nutrition",,,,83,,83,Faculté des Sciences Appliquées (FSA),"La FSA forme des techniciens supérieurs dans les domaines des sciences appliquées : Laboratoires de recherche ; Création et innovation ; Exploration, fabrication et production ; Ingénierie réseaux et télécommunications ; Energies renouvelables ; Radiologie et scanner.",Sur étude de dossier (sélection) aux titulaires des Bacc C-D-E et ayant obtenu une moyenne supérieure ou égale à 12 au Baccalauréat. Avoir maximum 22 ans à la rentrée académique.,contact@udsn.cg,+242 06 644 80 88,https://drive.google.com/file/d/18RQown1RxRyi5CVS3__c7RgckzHtajOF/view?usp=sharing,,,10,Brazzaville,Congo,https://drive.google.com/file/d/1VcuY69X8pNCw7qolKQbYHewGepjYZqHJ/view?usp=sharing,UNIVERSITE DENIS SASSOU N'GUESSO,10
559,MATHEMATIQUES INFORMATIQUES,"La filière Mathématiques Informatiques offre une formation complète combinant les principes fondamentaux des mathématiques et de l'informatique. En cycle licence, elle propose plusieurs options spécialisées pour répondre aux besoins variés du marché de l'emploi :

- Big Data et Analyse des Données : Cette option forme les étudiants à collecter, gérer et analyser de grandes quantités de données pour en extraire des informations précieuses utilisées dans divers domaines tels que le commerce, la santé ou la recherche.
- Sécurité des Réseaux et Systèmes Informatiques : Les étudiants apprennent à concevoir, mettre en œuvre et maintenir des systèmes informatiques sécurisés, en se concentrant sur la protection des réseaux, des données et des infrastructures contre les cybermenaces.

- Système Informatique et Logiciels : Cette option se concentre sur le développement de logiciels et la conception de systèmes informatiques, préparant les étudiants à des carrières dans la programmation, l'ingénierie logicielle ou l'administration système.

- Méthodes Informatiques Appliquées à la Gestion des Entreprises : Les étudiants acquièrent des compétences en informatique décisionnelle, en gestion de projet et en analyse de données pour soutenir les processus de prise de décision dans les entreprises et les organisations.

- Mathématiques Appliquées : Cette option explore l'application des concepts mathématiques à des domaines spécifiques tels que la finance, l'ingénierie, ou la modélisation des phénomènes naturels, préparant les étudiants à des rôles variés dans ces secteurs.

Cette formation offre une combinaison équilibrée de théorie et de pratique, permettant aux étudiants d'acquérir des compétences techniques et analytiques recherchées sur le marché du travail, et les préparant à des carrières variées dans le domaine des mathématiques et de l'informatique.",3,51000.00,Français,"1- Licence en Big Data et Analyse des Données, 2- Licence en Sécurité des Réseaux et Systèmes Informatiques, 3- Licence Mathématique Informatique option Système Informatique et Logiciels",,,,83,,83,Faculté des Sciences Appliquées (FSA),"La FSA forme des techniciens supérieurs dans les domaines des sciences appliquées : Laboratoires de recherche ; Création et innovation ; Exploration, fabrication et production ; Ingénierie réseaux et télécommunications ; Energies renouvelables ; Radiologie et scanner.",Sur étude de dossier (sélection) aux titulaires des Bacc C-D-E et ayant obtenu une moyenne supérieure ou égale à 12 au Baccalauréat. Avoir maximum 22 ans à la rentrée académique.,contact@udsn.cg,+242 06 644 80 88,https://drive.google.com/file/d/18RQown1RxRyi5CVS3__c7RgckzHtajOF/view?usp=sharing,,,10,Brazzaville,Congo,https://drive.google.com/file/d/1VcuY69X8pNCw7qolKQbYHewGepjYZqHJ/view?usp=sharing,UNIVERSITE DENIS SASSOU N'GUESSO,10
560,CHIMIE,"La filière Chimie offre les différentes spécialisations suivantes en cycle licence :
- Chimie Industrielle : Cette option se concentre sur l'application des principes de la chimie dans le domaine industriel. Les étudiants apprennent les processus de production chimique, la conception et l'optimisation des réacteurs chimiques, ainsi que les bonnes pratiques de gestion de la sécurité et de l'environnement dans les installations industrielles.

- Chimie Médicinale et Phytoproduits : Cette option vise à former les étudiants à la conception, la synthèse et l'évaluation de molécules chimiques utilisées dans le domaine pharmaceutique et dans la production de produits naturels à usage médical. Les étudiants acquièrent des compétences en pharmacologie, en chimie organique et en biologie pour développer de nouveaux médicaments et produits thérapeutiques.

- Chimie Analytique et Qualité : Cette option met l'accent sur les méthodes d'analyse chimique pour déterminer la composition et la qualité des substances, des matériaux et des produits chimiques. Les étudiants apprennent les techniques analytiques modernes telles que la chromatographie, la spectrométrie de masse et la spectroscopie pour caractériser et quantifier les composés chimiques.

- Chimie de l'Environnement : Cette option se focalise sur l'étude des interactions entre les produits chimiques et l'environnement. Les étudiants examinent les sources, le transport, la transformation et les effets des contaminants chimiques dans l'air, l'eau et les sols. Ils développent des compétences pour évaluer et gérer les risques environnementaux liés à la pollution chimique.

Ces options permettent aux étudiants de développer des compétences spécialisées dans des domaines spécifiques de la chimie, les préparant à des carrières dans des secteurs variés tels que l'industrie chimique, la recherche pharmaceutique, l'analyse environnementale, la qualité des produits et bien d'autres encore.",3,51000.00,Français,"1- Licence  de Chimie option Chimie Industrielle, 2- Licence  de Chimie option Chimie médicinale et phytoproduits , 3- Licence de Chimie option Chimie analytique et Qualité, 4-  Licence  de Chimie option Chimie de l'environnement",,,,83,,83,Faculté des Sciences Appliquées (FSA),"La FSA forme des techniciens supérieurs dans les domaines des sciences appliquées : Laboratoires de recherche ; Création et innovation ; Exploration, fabrication et production ; Ingénierie réseaux et télécommunications ; Energies renouvelables ; Radiologie et scanner.",Sur étude de dossier (sélection) aux titulaires des Bacc C-D-E et ayant obtenu une moyenne supérieure ou égale à 12 au Baccalauréat. Avoir maximum 22 ans à la rentrée académique.,contact@udsn.cg,+242 06 644 80 88,https://drive.google.com/file/d/18RQown1RxRyi5CVS3__c7RgckzHtajOF/view?usp=sharing,,,10,Brazzaville,Congo,https://drive.google.com/file/d/1VcuY69X8pNCw7qolKQbYHewGepjYZqHJ/view?usp=sharing,UNIVERSITE DENIS SASSOU N'GUESSO,10
561,AMENAGEMENT,"La filière Aménagement à l'Université Denis Sassou N'Guessose se concentre sur l'étude et la conception des espaces urbains et ruraux. Les étudiants acquièrent des compétences en urbanisme, en aménagement du territoire, en gestion de l'environnement et en développement durable.",3,51000.00,Français,Licence,,,,84,,84,"INSTITUT SUPERIEUR DES SCIENCES GEOGRAPHIQUES, ENVIRONNEMENTALES ET AMENAGEMENT (ISSGEA)","L'Institut Supérieur des Sciences Géographiques, Environnementales et d'Aménagement (ISSGEA) est une institution spécialisée dans les domaines de la géographie, de l'environnement et de l'aménagement du territoire. Son objectif est de former des étudiants aptes à comprendre et à relever les défis liés à la préservation de l'environnement et à la planification urbaine et régionale. Grâce à des programmes académiques de qualité, des cours pratiques et des projets de recherche, l'ISSGEA prépare les futurs professionnels à contribuer efficacement à la protection de l'environnement et au développement durable.","Sur Concours aux titulaires des baccalauréats séries (A, C, D, E, S, F4, F5, P2, P3 et R6) et agé de 22 ans au plus à la date de la rentrée académique.",contact@udsn.cg,+242 06 644 80 88,https://drive.google.com/file/d/1VcuY69X8pNCw7qolKQbYHewGepjYZqHJ/view?usp=sharing,,,10,Brazzaville,Congo,https://drive.google.com/file/d/1VcuY69X8pNCw7qolKQbYHewGepjYZqHJ/view?usp=sharing,UNIVERSITE DENIS SASSOU N'GUESSO,10
562,Sciences Géographiques,"La filière Sciences Géographiques se concentre sur l'étude de la terre, de ses caractéristiques physiques et humaines, ainsi que sur les interactions entre les sociétés et leur environnement. Les étudiants acquièrent des compétences en cartographie, en analyse spatiale, en géographie physique et humaine.",3,51000.00,Français,Licence,,,,84,,84,"INSTITUT SUPERIEUR DES SCIENCES GEOGRAPHIQUES, ENVIRONNEMENTALES ET AMENAGEMENT (ISSGEA)","L'Institut Supérieur des Sciences Géographiques, Environnementales et d'Aménagement (ISSGEA) est une institution spécialisée dans les domaines de la géographie, de l'environnement et de l'aménagement du territoire. Son objectif est de former des étudiants aptes à comprendre et à relever les défis liés à la préservation de l'environnement et à la planification urbaine et régionale. Grâce à des programmes académiques de qualité, des cours pratiques et des projets de recherche, l'ISSGEA prépare les futurs professionnels à contribuer efficacement à la protection de l'environnement et au développement durable.","Sur Concours aux titulaires des baccalauréats séries (A, C, D, E, S, F4, F5, P2, P3 et R6) et agé de 22 ans au plus à la date de la rentrée académique.",contact@udsn.cg,+242 06 644 80 88,https://drive.google.com/file/d/1VcuY69X8pNCw7qolKQbYHewGepjYZqHJ/view?usp=sharing,,,10,Brazzaville,Congo,https://drive.google.com/file/d/1VcuY69X8pNCw7qolKQbYHewGepjYZqHJ/view?usp=sharing,UNIVERSITE DENIS SASSOU N'GUESSO,10
563,Environnement,"La filière Environnement se penche sur les interactions entre les systèmes naturels et humains, ainsi que sur la préservation durable de notre planète. Les étudiants développent des compétences en écologie, gestion des ressources naturelles et politiques environnementales.",3,51000.00,Français,Licence,,,,84,,84,"INSTITUT SUPERIEUR DES SCIENCES GEOGRAPHIQUES, ENVIRONNEMENTALES ET AMENAGEMENT (ISSGEA)","L'Institut Supérieur des Sciences Géographiques, Environnementales et d'Aménagement (ISSGEA) est une institution spécialisée dans les domaines de la géographie, de l'environnement et de l'aménagement du territoire. Son objectif est de former des étudiants aptes à comprendre et à relever les défis liés à la préservation de l'environnement et à la planification urbaine et régionale. Grâce à des programmes académiques de qualité, des cours pratiques et des projets de recherche, l'ISSGEA prépare les futurs professionnels à contribuer efficacement à la protection de l'environnement et au développement durable.","Sur Concours aux titulaires des baccalauréats séries (A, C, D, E, S, F4, F5, P2, P3 et R6) et agé de 22 ans au plus à la date de la rentrée académique.",contact@udsn.cg,+242 06 644 80 88,https://drive.google.com/file/d/1VcuY69X8pNCw7qolKQbYHewGepjYZqHJ/view?usp=sharing,,,10,Brazzaville,Congo,https://drive.google.com/file/d/1VcuY69X8pNCw7qolKQbYHewGepjYZqHJ/view?usp=sharing,UNIVERSITE DENIS SASSOU N'GUESSO,10
296,Filière Lettres d’Expression Française (LEF),Filière mettant l’accent sur l’expression écrite et orale en langue française.,5,50000.00,"Français, Anglais","Licence, Master",,,,43,,43,Faculté des Lettres et Sciences Humaines,"La Faculté des Lettres et Sciences Humaines (FLSH) est l’une des six facultés de l’Université de Dschang, une université publique camerounaise située à Dschang dans la région de l’Ouest. Créée en 1993, la FLSH offre une formation pluridisciplinaire dans les domaines des lettres, des sciences humaines et des sciences sociales.",Titulaire du Bacc ou GCE A/L pour le Cycle Licence,udsrectorat@univ-dschang.com,(+237) 233 40 21 47,https://drive.google.com/file/d/14qsWESL-7BoCzxCsx8SjpkwEiPXo9WKj/view?usp=sharing,,,6,"Bambui, Belabo, Ebolowa, Maroua, Yaoundé-Nkolbisson, Bafia",Cameroun,https://drive.google.com/file/d/1mzS6KrwbYB6R6-KjtANoaObj5kIdMyw1/view?usp=sharing,UNIVERSITE DE DSCHANG,6
352,Energie,"La filière Energie forme des ingénieurs spécialisés dans la production, la distribution et l’utilisation efficace de l'énergie. Les étudiants explorent les sources d’énergie, les technologies de production d'énergie et les systèmes de gestion énergétique.",5,50000.00,"Français, Anglais","Licence, Master",,,,51,,51,Ecole Nationale Supérieure Polytechnique de Douala (ENSPD) [Cursus Science de l’Ingénieur],"Au sein de l’Université de Douala, l’École Nationale Supérieure Polytechnique de Douala (ENSPD) se dresse comme une forteresse de l’ingénierie, forgeant les esprits créatifs et innovants qui façonneront le futur. L’ENSPD propose des programmes de premier plan en Sciences de l’Ingénieur, couvrant une gamme diversifiée de disciplines allant de l’informatique à l’électrotechnique. Chaque cursus est méticuleusement structuré pour fournir une base solide en théorie tout en offrant des opportunités pratiques à travers des projets de recherche et des stages en entreprise. L’ENSPD va au-delà de la simple transmission de connaissances pour cultiver une culture de l’innovation et de l’entrepreneuriat. Les étudiants sont guidés par des professeurs experts, véritables mentors qui stimulent leur réflexion critique et les inspirent à repousser les limites de l’ingénierie.","Entrée en Première année : Bac C-D-E-F-TI-BT(industriel)/ GCE-AL in Pure Mathematics, Physics and Applied Mathematics or Chemistry ou tout autre diplôme jugé équivalent par le MINESUP",,+237 697 542 240,https://drive.google.com/file/d/1dyNT3Y9sD090OwhSLYdgh2C4ibAvhvOk/view?usp=sharing,,,3,Douala,Cameroun,https://drive.google.com/file/d/1349Frj4ud_s2LF4IQqxx-1MOKp3J5R7Y/view?usp=sharing,UNIVERSITE DE DOUALA,3
35,TIC et éducation,"Intégration des technologies de l'information et de la communication (TIC) dans le processus éducatif, avec un accent sur l'utilisation des outils numériques pour l'enseignement et l'apprentissage.",5,50000.00,Français et Anglais,"Licence, Master",,,,3,,3,Faculté des Sciences de l’Éducation (FSE),"La Faculté des Sciences de l’Éducation de l’Université de Yaoundé I a été créée sous les auspices de la Réforme Universitaire de 1993, avec les décrets N° 93/027 et N°93/036 du 19 janvier 1993 du Président de la République portant respectivement dispositions communes aux universités d’État et organisation administrative et académique de l’Université de Yaoundé I. La Faculté voit finalement son ouverture définitive aboutir en 2013.","Pour le cycle de Master I, l’entrée est réservée aux seuls titulaires des Licences en Anthropologie, Philosophie, Psychologie et Sociologie. Le passage en Master 2 est rigoureusement sélectif. Il en est de même pour l’accès au cycle de Doctorat.",facsciences@univ-yaounde1.cm,222 23 44 96,https://drive.google.com/file/d/1FSJMduJgeCqnfALQi7gYMcxqNSkfeo5L/view?usp=sharing,,,1,Yaoundé,Cameroun,https://drive.google.com/file/d/17tXCmCEuZUwhLDKbcYdh1hCQnJzoGq6M/view?usp=sharing,UNIVERSITE DE YAOUNDE I,1
